time,lon,lat,pm2p5
2021-01-27 18:00:00,18.950000000000006,47.25,16.671875
2021-01-27 19:00:00,18.950000000000006,47.25,18.921875
2021-01-27 20:00:00,18.950000000000006,47.25,22.34375
2021-01-27 21:00:00,18.950000000000006,47.25,21.828125
2021-01-27 22:00:00,18.950000000000006,47.25,22.640625
2021-01-27 23:00:00,18.950000000000006,47.25,23.523438
2021-01-28 00:00:00,18.950000000000006,47.25,23.4375
2021-01-28 01:00:00,18.950000000000006,47.25,22.4375
2021-01-28 02:00:00,18.950000000000006,47.25,20.289062
2021-01-28 03:00:00,18.950000000000006,47.25,18.460938
2021-01-28 04:00:00,18.950000000000006,47.25,19.445312
2021-01-28 05:00:00,18.950000000000006,47.25,19.921875
2021-01-28 06:00:00,18.950000000000006,47.25,20.554688
2021-01-28 07:00:00,18.950000000000006,47.25,21.984375
2021-01-28 08:00:00,18.950000000000006,47.25,22.070312
2021-01-28 09:00:00,18.950000000000006,47.25,20.742188
2021-01-28 10:00:00,18.950000000000006,47.25,22.929688
2021-01-28 11:00:00,18.950000000000006,47.25,19.859375
2021-01-28 12:00:00,18.950000000000006,47.25,19.125
2021-01-28 13:00:00,18.950000000000006,47.25,19.101562
2021-01-28 14:00:00,18.950000000000006,47.25,19.34375
2021-01-28 15:00:00,18.950000000000006,47.25,20.859375
2021-01-28 16:00:00,18.950000000000006,47.25,23.4375
2021-01-28 17:00:00,18.950000000000006,47.25,23.875
2021-01-28 18:00:00,18.950000000000006,47.25,24.820312
2021-01-28 19:00:00,18.950000000000006,47.25,20.414062
2021-01-28 20:00:00,18.950000000000006,47.25,19.414062
2021-01-28 21:00:00,18.950000000000006,47.25,16.125
2021-01-28 22:00:00,18.950000000000006,47.25,14.597656
2021-01-28 23:00:00,18.950000000000006,47.25,13.707031
2021-01-29 00:00:00,18.950000000000006,47.25,15.9609375
2021-01-29 01:00:00,18.950000000000006,47.25,16.671875
2021-01-29 02:00:00,18.950000000000006,47.25,16.492188
2021-01-29 03:00:00,18.950000000000006,47.25,16.179688
2021-01-29 04:00:00,18.950000000000006,47.25,14.269531
2021-01-29 05:00:00,18.950000000000006,47.25,13.2734375
2021-01-29 06:00:00,18.950000000000006,47.25,13.09375
2021-01-29 07:00:00,18.950000000000006,47.25,14.1875
2021-01-29 08:00:00,18.950000000000006,47.25,14.71875
2021-01-29 09:00:00,18.950000000000006,47.25,17.15625
2021-01-29 10:00:00,18.950000000000006,47.25,15.5390625
2021-01-29 11:00:00,18.950000000000006,47.25,15.2734375
2021-01-29 12:00:00,18.950000000000006,47.25,14.7265625
2021-01-29 13:00:00,18.950000000000006,47.25,16.171875
2021-01-29 14:00:00,18.950000000000006,47.25,16.640625
2021-01-29 15:00:00,18.950000000000006,47.25,14.4296875
2021-01-29 16:00:00,18.950000000000006,47.25,17.296875
2021-01-29 17:00:00,18.950000000000006,47.25,14.730469
2021-01-29 18:00:00,18.950000000000006,47.25,15.816406
2021-01-29 19:00:00,18.950000000000006,47.25,18.898438
2021-01-29 20:00:00,18.950000000000006,47.25,20.40625
2021-01-29 21:00:00,18.950000000000006,47.25,20.828125
2021-01-29 22:00:00,18.950000000000006,47.25,17.539062
2021-01-29 23:00:00,18.950000000000006,47.25,13.390625
2021-01-30 00:00:00,18.950000000000006,47.25,12.238281
2021-01-30 01:00:00,18.950000000000006,47.25,8.4375
2021-01-30 02:00:00,18.950000000000006,47.25,8.917969
2021-01-30 03:00:00,18.950000000000006,47.25,6.6835938
2021-01-30 04:00:00,18.950000000000006,47.25,5.4277344
2021-01-30 05:00:00,18.950000000000006,47.25,4.5410156
2021-01-30 06:00:00,18.950000000000006,47.25,4.7753906
2021-01-30 07:00:00,18.950000000000006,47.25,4.859375
2021-01-30 08:00:00,18.950000000000006,47.25,4.9003906
2021-01-30 09:00:00,18.950000000000006,47.25,6.0039062
2021-01-30 10:00:00,18.950000000000006,47.25,7.6132812
2021-01-30 11:00:00,18.950000000000006,47.25,7.2871094
2021-01-30 12:00:00,18.950000000000006,47.25,7.0664062
2021-01-30 13:00:00,18.950000000000006,47.25,5.8945312
2021-01-30 14:00:00,18.950000000000006,47.25,4.517578
2021-01-30 15:00:00,18.950000000000006,47.25,4.1484375
2021-01-30 16:00:00,18.950000000000006,47.25,4.0078125
2021-01-30 17:00:00,18.950000000000006,47.25,5.138672
2021-01-30 18:00:00,18.950000000000006,47.25,5.7578125
2021-01-30 19:00:00,18.950000000000006,47.25,8.21875
2021-01-30 20:00:00,18.950000000000006,47.25,11.574219
2021-01-30 21:00:00,18.950000000000006,47.25,15.125
2021-01-30 22:00:00,18.950000000000006,47.25,16.171875
2021-01-30 23:00:00,18.950000000000006,47.25,16.960938
2021-01-31 00:00:00,18.950000000000006,47.25,17.625
2021-01-31 01:00:00,18.950000000000006,47.25,15.402344
2021-01-31 02:00:00,18.950000000000006,47.25,14.253906
2021-01-31 03:00:00,18.950000000000006,47.25,13.8984375
2021-01-31 04:00:00,18.950000000000006,47.25,11.2578125
2021-01-31 05:00:00,18.950000000000006,47.25,11.183594
2021-01-31 06:00:00,18.950000000000006,47.25,11.65625
2021-01-31 07:00:00,18.950000000000006,47.25,12.722656
2021-01-31 08:00:00,18.950000000000006,47.25,13.09375
